Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Frequency of Purchases,Purchase_Bin
944,32,1,Accessories,63,Oklahoma,L,Winter,3.8,1,PayPal,Next Day Air,1,13,Fortnightly,Medium
945,54,1,Accessories,97,Indiana,S,Spring,4.8,1,Debit Card,Express,1,39,Bi-Weekly,High
946,38,1,Footwear,38,Minnesota,M,Summer,4.1,1,Debit Card,Store Pickup,1,8,Every 3 Months,Low
947,46,1,Outerwear,24,Pennsylvania,XL,Spring,2.8,1,PayPal,Next Day Air,1,4,Quarterly,Low
948,57,1,Clothing,32,Indiana,M,Winter,3.9,1,Cash,Store Pickup,1,6,Every 3 Months,Low
949,49,1,Accessories,90,Alabama,L,Summer,4.9,1,Venmo,Express,1,11,Every 3 Months,High
950,33,1,Clothing,36,Montana,M,Summer,3.4,1,Cash,Standard,1,49,Monthly,Low
951,54,1,Accessories,37,New Mexico,XL,Winter,4.1,1,Cash,Free Shipping,1,30,Quarterly,Low
952,47,1,Clothing,51,Alaska,M,Summer,2.9,1,Venmo,Express,1,34,Monthly,Medium
953,36,1,Accessories,71,Idaho,S,Fall,3.1,1,Bank Transfer,2-Day Shipping,1,28,Monthly,Medium
954,68,1,Accessories,50,Utah,S,Spring,3.6,1,Credit Card,2-Day Shipping,1,36,Quarterly,Medium
955,60,1,Accessories,74,Louisiana,S,Fall,3.5,1,Venmo,Standard,1,18,Every 3 Months,High
956,55,1,Clothing,75,Mississippi,L,Summer,3.4,1,Venmo,Free Shipping,1,4,Monthly,High
957,29,1,Clothing,99,Mississippi,XL,Spring,2.9,1,Venmo,2-Day Shipping,1,42,Quarterly,High
958,38,1,Accessories,23,Indiana,XL,Spring,4.7,1,Bank Transfer,Store Pickup,1,11,Quarterly,Low
959,70,1,Footwear,53,Washington,XL,Winter,4.4,1,Cash,Free Shipping,1,31,Bi-Weekly,Medium
960,36,1,Clothing,99,Nevada,M,Spring,2.6,1,Cash,Standard,1,12,Fortnightly,High
961,18,1,Accessories,48,Louisiana,XL,Spring,4.4,1,Debit Card,Standard,1,20,Quarterly,Medium
962,62,1,Footwear,72,Pennsylvania,L,Fall,3.7,1,Venmo,Next Day Air,1,37,Quarterly,Medium
963,29,1,Accessories,64,Michigan,L,Spring,4.4,1,Cash,Standard,1,26,Fortnightly,Medium
964,21,1,Footwear,63,South Carolina,L,Spring,2.5,1,Cash,2-Day Shipping,1,14,Weekly,Medium
965,42,1,Footwear,51,Arizona,M,Spring,2.6,1,Bank Transfer,Next Day Air,1,12,Bi-Weekly,Medium
966,43,1,Footwear,55,Delaware,L,Spring,5.0,1,Debit Card,Store Pickup,1,10,Annually,Medium
967,58,1,Clothing,55,Kentucky,M,Spring,4.9,1,Cash,Express,1,19,Annually,Medium
968,27,1,Clothing,26,Georgia,S,Summer,3.7,1,Debit Card,Store Pickup,1,4,Weekly,Low
969,57,1,Clothing,67,North Carolina,L,Summer,3.1,1,Debit Card,Next Day Air,1,48,Quarterly,Medium
970,40,1,Outerwear,31,California,S,Fall,3.2,1,Debit Card,Express,1,37,Monthly,Low
971,45,1,Clothing,66,California,S,Winter,4.4,1,PayPal,Free Shipping,1,4,Monthly,Medium
972,47,1,Accessories,67,Indiana,M,Summer,4.3,1,Bank Transfer,Next Day Air,1,15,Weekly,Medium
973,61,1,Footwear,61,Colorado,L,Winter,3.0,1,Venmo,Standard,1,33,Weekly,Medium
974,60,1,Outerwear,75,Colorado,M,Fall,3.5,1,Venmo,2-Day Shipping,1,30,Quarterly,High
975,69,1,Clothing,90,North Carolina,M,Spring,3.6,1,Credit Card,2-Day Shipping,1,23,Monthly,High
976,58,1,Clothing,40,Washington,M,Summer,3.8,1,Bank Transfer,2-Day Shipping,1,2,Weekly,Low
977,34,1,Clothing,90,Florida,M,Fall,3.6,1,PayPal,Express,1,50,Every 3 Months,High
978,20,1,Accessories,20,Washington,M,Spring,4.6,1,Credit Card,Express,1,34,Bi-Weekly,Low
979,56,1,Accessories,40,Colorado,M,Summer,2.5,1,Cash,Standard,1,33,Weekly,Low
980,64,1,Accessories,33,New Hampshire,S,Fall,3.5,1,Venmo,Store Pickup,1,34,Monthly,Low
981,56,1,Footwear,98,Maryland,S,Spring,4.0,1,Bank Transfer,Free Shipping,1,39,Every 3 Months,High
982,27,1,Accessories,42,Maryland,M,Spring,3.5,1,Debit Card,Next Day Air,1,47,Quarterly,Low
983,35,1,Outerwear,62,Texas,S,Summer,3.2,1,Venmo,Standard,1,37,Monthly,Medium
984,24,1,Accessories,45,New Mexico,L,Winter,3.5,1,Credit Card,Free Shipping,1,40,Bi-Weekly,Low
985,26,1,Footwear,78,Utah,M,Summer,3.4,1,Cash,Free Shipping,1,8,Bi-Weekly,High
986,32,1,Accessories,80,West Virginia,M,Fall,5.0,1,Credit Card,Express,1,12,Annually,High
987,54,1,Accessories,96,Connecticut,S,Spring,4.5,1,Credit Card,Store Pickup,1,36,Monthly,High
988,62,1,Accessories,47,West Virginia,M,Summer,2.8,1,PayPal,Express,1,48,Weekly,Medium
989,50,1,Clothing,84,Ohio,M,Winter,4.9,1,Venmo,2-Day Shipping,1,47,Fortnightly,High
990,70,1,Footwear,31,Texas,M,Spring,3.1,1,Bank Transfer,Store Pickup,1,2,Monthly,Low
991,48,1,Accessories,63,Washington,S,Spring,4.8,1,PayPal,Store Pickup,1,24,Weekly,Medium
992,20,1,Clothing,97,Wisconsin,XL,Spring,2.7,1,Debit Card,Standard,1,40,Bi-Weekly,High
993,46,1,Outerwear,99,Louisiana,M,Winter,4.6,1,Credit Card,Express,1,50,Weekly,High
994,51,1,Footwear,90,Iowa,M,Winter,4.4,1,Cash,Store Pickup,1,25,Weekly,High
995,53,1,Footwear,68,New York,L,Fall,3.2,1,PayPal,Express,1,20,Monthly,Medium
996,44,1,Accessories,80,Idaho,M,Spring,3.0,1,Venmo,2-Day Shipping,1,10,Weekly,High
997,29,1,Footwear,91,Delaware,L,Summer,4.9,1,Bank Transfer,Standard,1,32,Quarterly,High
998,64,1,Clothing,30,Kentucky,M,Spring,3.6,1,Debit Card,Express,1,31,Fortnightly,Low
999,51,1,Footwear,90,Connecticut,M,Spring,3.8,1,Venmo,Next Day Air,1,48,Bi-Weekly,High
1000,50,1,Clothing,28,New Mexico,L,Spring,2.9,1,Venmo,Standard,1,23,Monthly,Low
1001,43,1,Clothing,46,Georgia,M,Winter,3.9,1,Credit Card,Express,1,1,Bi-Weekly,Low
1002,61,1,Clothing,60,Washington,M,Fall,3.6,1,Credit Card,Standard,1,4,Fortnightly,Medium
1003,55,1,Footwear,59,North Dakota,M,Spring,3.5,1,Credit Card,Store Pickup,1,3,Bi-Weekly,Medium
1004,56,1,Accessories,68,Ohio,M,Fall,4.0,1,Cash,Store Pickup,1,3,Bi-Weekly,Medium
1005,33,1,Accessories,79,Tennessee,M,Summer,4.8,1,Cash,2-Day Shipping,1,44,Annually,High
1006,43,1,Accessories,94,New York,M,Winter,3.9,1,Credit Card,Store Pickup,1,5,Bi-Weekly,High
1007,21,1,Clothing,83,Michigan,S,Summer,4.5,1,Credit Card,Next Day Air,1,50,Quarterly,High
1008,58,1,Accessories,62,Georgia,XL,Spring,4.8,1,Venmo,Standard,1,2,Annually,Medium
1009,41,1,Accessories,85,New Mexico,M,Spring,2.6,1,Cash,Store Pickup,1,29,Annually,High
1010,39,1,Clothing,30,Louisiana,M,Summer,3.1,1,Bank Transfer,Express,1,11,Annually,Low
1011,54,1,Clothing,24,South Dakota,XL,Spring,4.7,1,PayPal,2-Day Shipping,1,37,Fortnightly,Low
1012,43,1,Accessories,25,Montana,L,Spring,2.9,1,PayPal,Next Day Air,1,32,Fortnightly,Low
1013,28,1,Footwear,37,New Mexico,L,Summer,3.8,1,Cash,Express,1,27,Annually,Low
1014,59,1,Accessories,69,South Carolina,XL,Summer,3.8,1,Bank Transfer,2-Day Shipping,1,31,Bi-Weekly,Medium
1015,28,1,Footwear,97,Ohio,M,Summer,3.0,1,Bank Transfer,Standard,1,36,Fortnightly,High
1016,68,1,Accessories,24,North Carolina,M,Summer,4.1,1,Debit Card,Standard,1,34,Weekly,Low
1017,20,1,Accessories,30,Idaho,XL,Summer,3.4,1,Cash,Express,1,15,Every 3 Months,Low
1018,21,1,Outerwear,53,Oklahoma,L,Fall,2.5,1,Cash,Express,1,14,Annually,Medium
1019,50,1,Clothing,70,Georgia,XL,Spring,4.9,1,Credit Card,Next Day Air,1,46,Weekly,Medium
1020,32,1,Clothing,76,Kentucky,S,Winter,2.8,1,Debit Card,Standard,1,33,Bi-Weekly,High
1021,24,1,Accessories,95,Delaware,M,Fall,4.5,1,Bank Transfer,Express,1,41,Annually,High
1022,55,1,Outerwear,51,Massachusetts,S,Winter,4.9,1,Credit Card,2-Day Shipping,1,39,Weekly,Medium
1023,61,1,Accessories,41,Nebraska,M,Winter,4.9,1,Cash,Store Pickup,1,7,Annually,Low
1024,61,1,Accessories,71,Maine,S,Winter,3.5,1,Bank Transfer,Free Shipping,1,29,Every 3 Months,Medium
1025,28,1,Clothing,66,Pennsylvania,M,Summer,3.5,1,Debit Card,Free Shipping,1,18,Quarterly,Medium
1026,60,1,Clothing,84,Nebraska,M,Winter,4.9,1,Bank Transfer,Free Shipping,1,15,Annually,High
1027,49,1,Accessories,95,Virginia,L,Winter,3.0,1,Venmo,Express,1,39,Bi-Weekly,High
1028,33,1,Accessories,90,Ohio,L,Summer,2.8,1,Cash,Next Day Air,1,11,Monthly,High
1029,45,1,Clothing,36,Nebraska,S,Summer,3.7,1,Venmo,Standard,1,4,Fortnightly,Low
1030,29,1,Accessories,22,Ohio,M,Spring,3.6,1,Credit Card,2-Day Shipping,1,33,Bi-Weekly,Low
1031,58,1,Outerwear,89,Kentucky,L,Winter,3.3,1,Credit Card,Next Day Air,1,37,Quarterly,High
1032,22,1,Footwear,50,Tennessee,M,Spring,3.4,1,Cash,Free Shipping,1,32,Quarterly,Medium
1033,55,1,Footwear,36,Maine,M,Fall,4.0,1,Bank Transfer,Free Shipping,1,44,Quarterly,Low
1034,19,1,Clothing,52,Montana,S,Spring,4.6,1,Credit Card,Free Shipping,1,41,Quarterly,Medium
1035,68,1,Clothing,29,Maryland,M,Fall,4.2,1,Venmo,Next Day Air,1,44,Weekly,Low
1036,61,1,Clothing,89,Georgia,M,Fall,2.8,1,Venmo,Express,1,32,Annually,High
1037,68,1,Accessories,47,Hawaii,M,Fall,3.7,1,Credit Card,2-Day Shipping,1,13,Monthly,Medium
1038,52,1,Accessories,25,Rhode Island,XL,Spring,3.4,1,Bank Transfer,Standard,1,48,Quarterly,Low
1039,41,1,Clothing,74,Nebraska,XL,Fall,3.0,1,Bank Transfer,Express,1,3,Weekly,High
1040,29,1,Accessories,46,Michigan,M,Fall,4.8,1,PayPal,Standard,1,39,Monthly,Low
1041,68,1,Clothing,22,North Carolina,S,Fall,4.0,1,Venmo,Next Day Air,1,7,Fortnightly,Low
1042,36,1,Clothing,25,Minnesota,M,Summer,4.9,1,Venmo,Next Day Air,1,11,Fortnightly,Low
1043,55,1,Accessories,80,Maryland,M,Spring,4.9,1,Venmo,Next Day Air,1,47,Weekly,High
1044,28,1,Clothing,76,Hawaii,M,Spring,3.3,1,Bank Transfer,2-Day Shipping,1,28,Fortnightly,High
1045,39,1,Clothing,30,Oregon,L,Summer,4.4,1,Credit Card,Next Day Air,1,17,Every 3 Months,Low
1046,54,1,Clothing,79,New Mexico,L,Fall,3.5,1,Cash,2-Day Shipping,1,11,Bi-Weekly,High
1047,40,1,Footwear,22,Illinois,M,Winter,4.2,1,Credit Card,Standard,1,12,Annually,Low
1048,31,1,Clothing,36,Utah,S,Fall,4.2,1,Debit Card,Standard,1,7,Fortnightly,Low
1049,30,1,Clothing,77,Maine,L,Fall,2.7,1,Cash,Standard,1,19,Fortnightly,High
1050,45,1,Accessories,33,Virginia,S,Fall,2.8,1,Credit Card,Store Pickup,1,24,Quarterly,Low
1051,48,1,Footwear,64,Florida,M,Winter,3.8,1,Credit Card,Next Day Air,1,19,Monthly,Medium
1052,45,1,Clothing,53,Ohio,M,Fall,2.6,1,PayPal,Free Shipping,1,39,Annually,Medium
1053,60,1,Footwear,36,Virginia,XL,Fall,3.0,1,Venmo,2-Day Shipping,1,1,Fortnightly,Low
1054,59,1,Clothing,70,Kansas,M,Spring,3.3,0,Cash,2-Day Shipping,1,10,Bi-Weekly,Medium
1055,18,1,Clothing,96,Arkansas,L,Winter,4.9,0,Debit Card,Express,1,48,Quarterly,High
1056,70,1,Outerwear,27,Massachusetts,M,Spring,3.3,0,PayPal,Next Day Air,1,24,Annually,Low
1057,20,1,Clothing,64,Idaho,L,Winter,2.9,0,Debit Card,2-Day Shipping,1,42,Fortnightly,Medium
1058,65,1,Outerwear,23,Wisconsin,S,Spring,4.4,0,Bank Transfer,2-Day Shipping,1,20,Weekly,Low
1059,29,1,Accessories,33,New Mexico,L,Summer,3.1,0,Credit Card,Next Day Air,1,49,Every 3 Months,Low
1060,22,1,Outerwear,34,North Carolina,M,Winter,2.5,0,Venmo,Standard,1,25,Monthly,Low
1061,27,1,Clothing,35,Iowa,S,Summer,2.6,0,PayPal,Next Day Air,1,21,Every 3 Months,Low
1062,36,1,Outerwear,62,Idaho,M,Summer,4.4,0,Debit Card,Free Shipping,1,12,Every 3 Months,Medium
1063,59,1,Footwear,75,Ohio,M,Fall,2.6,0,Venmo,Next Day Air,1,21,Every 3 Months,High
1064,62,1,Clothing,29,Alabama,S,Summer,3.3,0,Bank Transfer,Free Shipping,1,35,Monthly,Low
1065,34,1,Accessories,28,Wyoming,M,Spring,3.5,0,Debit Card,Express,1,42,Every 3 Months,Low
1066,59,1,Clothing,20,Alabama,XL,Spring,4.1,0,Cash,Store Pickup,1,3,Every 3 Months,Low
1067,49,1,Outerwear,96,Mississippi,M,Winter,4.0,0,Credit Card,Store Pickup,1,11,Bi-Weekly,High
1068,18,1,Clothing,43,Pennsylvania,S,Summer,2.7,0,Venmo,2-Day Shipping,1,22,Quarterly,Low
1069,55,1,Clothing,94,Wyoming,M,Fall,2.5,0,Bank Transfer,Standard,1,47,Weekly,High
1070,38,1,Clothing,81,Maryland,XL,Fall,4.3,0,Credit Card,Next Day Air,1,33,Every 3 Months,High
1071,50,1,Accessories,75,North Carolina,M,Summer,3.3,0,Venmo,Free Shipping,1,50,Weekly,High
1072,61,1,Accessories,81,Pennsylvania,M,Summer,2.6,0,Cash,Express,1,46,Monthly,High
1073,48,1,Clothing,92,Idaho,L,Fall,3.5,0,Bank Transfer,Express,1,34,Fortnightly,High
1074,22,1,Accessories,96,California,XL,Spring,4.0,0,Cash,Store Pickup,1,33,Monthly,High
1075,48,1,Accessories,71,Tennessee,S,Fall,2.6,0,PayPal,Standard,1,45,Fortnightly,Medium
1076,57,1,Accessories,50,Missouri,L,Summer,4.9,0,Debit Card,Next Day Air,1,32,Bi-Weekly,Medium
1077,33,1,Outerwear,72,North Dakota,L,Spring,2.9,0,Bank Transfer,Standard,1,47,Bi-Weekly,Medium
1078,58,1,Outerwear,28,West Virginia,M,Winter,3.7,0,Cash,Standard,1,5,Quarterly,Low
1079,37,1,Clothing,59,Arizona,M,Fall,4.4,0,Cash,Express,1,49,Fortnightly,Medium
1080,18,1,Outerwear,33,Oklahoma,S,Summer,4.4,0,Bank Transfer,Free Shipping,1,48,Monthly,Low
1081,65,1,Accessories,59,Pennsylvania,L,Fall,3.8,0,Bank Transfer,Express,1,22,Every 3 Months,Medium
1082,62,1,Accessories,30,Idaho,XL,Spring,4.5,0,Cash,Standard,1,45,Annually,Low
1083,54,1,Accessories,85,South Carolina,XL,Winter,2.6,0,PayPal,Next Day Air,1,30,Quarterly,High
1084,35,1,Accessories,97,Washington,L,Summer,3.3,0,Credit Card,Store Pickup,1,43,Weekly,High
1085,34,1,Clothing,36,Arkansas,S,Fall,4.1,0,Credit Card,Next Day Air,1,48,Quarterly,Low
1086,25,1,Accessories,85,Utah,M,Winter,3.0,0,PayPal,Store Pickup,1,23,Fortnightly,High
1087,53,1,Accessories,62,Alaska,M,Winter,3.0,0,PayPal,Free Shipping,1,27,Bi-Weekly,Medium
1088,45,1,Clothing,71,West Virginia,S,Winter,3.4,0,PayPal,Next Day Air,1,7,Monthly,Medium
1089,49,1,Clothing,21,Louisiana,M,Winter,2.7,0,Bank Transfer,Free Shipping,1,2,Weekly,Low
1090,40,1,Accessories,61,Arizona,M,Spring,3.8,0,Debit Card,Next Day Air,1,33,Bi-Weekly,Medium
1091,38,1,Accessories,58,Connecticut,M,Spring,4.2,0,Bank Transfer,Store Pickup,1,27,Fortnightly,Medium
1092,44,1,Clothing,80,North Carolina,L,Spring,4.7,0,Cash,Store Pickup,1,6,Fortnightly,High
1093,68,1,Accessories,50,South Dakota,L,Spring,4.1,0,Credit Card,2-Day Shipping,1,20,Quarterly,Medium
1094,60,1,Footwear,48,Delaware,S,Winter,4.2,0,PayPal,2-Day Shipping,1,46,Every 3 Months,Medium
1095,25,1,Accessories,40,Connecticut,M,Winter,4.8,0,Credit Card,Next Day Air,1,25,Quarterly,Low
1096,19,1,Outerwear,34,Tennessee,S,Summer,3.0,0,Debit Card,Free Shipping,1,30,Quarterly,Low
1097,57,1,Outerwear,46,New Hampshire,S,Fall,2.6,0,Credit Card,Standard,1,48,Annually,Low
1098,58,1,Accessories,27,Vermont,M,Summer,3.2,0,Venmo,Store Pickup,1,47,Weekly,Low
1099,49,1,Accessories,98,Idaho,S,Spring,3.6,0,PayPal,Next Day Air,1,27,Weekly,High
1100,19,1,Clothing,73,North Carolina,M,Fall,2.6,0,Cash,Next Day Air,1,45,Fortnightly,Medium
1101,50,1,Clothing,28,Nevada,L,Spring,4.4,0,Debit Card,Express,1,2,Weekly,Low
1102,30,1,Accessories,76,Delaware,XL,Fall,3.0,0,Cash,Free Shipping,1,39,Fortnightly,High
1103,52,1,Clothing,83,Texas,M,Fall,2.9,0,Credit Card,Express,1,24,Fortnightly,High
1104,35,1,Clothing,23,Tennessee,S,Spring,4.3,0,Debit Card,Free Shipping,1,8,Bi-Weekly,Low
1105,35,1,Accessories,28,Delaware,M,Fall,3.1,0,Bank Transfer,Express,1,8,Quarterly,Low
1106,33,1,Clothing,83,Massachusetts,S,Spring,3.0,0,Credit Card,Next Day Air,1,6,Every 3 Months,High
1107,52,1,Clothing,96,Minnesota,L,Winter,3.6,0,Credit Card,Store Pickup,1,12,Fortnightly,High
1108,69,1,Footwear,62,Texas,M,Fall,2.8,0,Venmo,Store Pickup,1,26,Weekly,Medium
1109,27,1,Clothing,25,Nebraska,M,Fall,2.8,0,Venmo,Standard,1,50,Fortnightly,Low
1110,66,1,Clothing,97,Oklahoma,L,Winter,4.9,0,Debit Card,Next Day Air,1,2,Weekly,High
1111,28,1,Clothing,61,Texas,L,Fall,3.0,0,Debit Card,Standard,1,31,Bi-Weekly,Medium
1112,22,1,Footwear,66,New York,S,Summer,4.1,0,Bank Transfer,Next Day Air,1,4,Bi-Weekly,Medium
1113,69,1,Clothing,67,Washington,XL,Spring,4.6,0,Credit Card,Free Shipping,1,32,Quarterly,Medium
1114,28,1,Accessories,80,Maryland,M,Summer,4.8,0,Cash,Next Day Air,1,11,Bi-Weekly,High
1115,55,1,Clothing,25,New Hampshire,L,Fall,2.6,0,Cash,Next Day Air,1,47,Every 3 Months,Low
1116,30,1,Accessories,58,New York,S,Fall,4.0,0,Bank Transfer,2-Day Shipping,1,37,Weekly,Medium
1117,67,1,Accessories,96,Hawaii,M,Winter,4.2,0,Venmo,Express,1,39,Fortnightly,High
1118,25,1,Accessories,77,California,L,Spring,4.5,0,PayPal,Store Pickup,1,24,Monthly,High
1119,49,1,Accessories,65,Indiana,M,Summer,4.9,0,Debit Card,Standard,1,11,Every 3 Months,Medium
1120,34,1,Accessories,36,Louisiana,M,Spring,3.1,0,Venmo,Standard,1,36,Weekly,Low
1121,22,1,Footwear,84,Pennsylvania,M,Winter,4.0,0,Venmo,Next Day Air,1,40,Monthly,High
1122,63,1,Clothing,58,Florida,XL,Fall,3.2,0,Cash,Express,1,25,Quarterly,Medium
1123,70,1,Accessories,62,North Carolina,S,Spring,4.3,0,PayPal,2-Day Shipping,1,12,Annually,Medium
1124,36,1,Accessories,67,Massachusetts,S,Fall,2.5,0,Debit Card,Store Pickup,1,38,Monthly,Medium
1125,42,1,Clothing,20,Iowa,M,Spring,4.9,0,Debit Card,Express,1,40,Quarterly,Low
1126,27,1,Footwear,90,North Dakota,M,Summer,2.7,0,Debit Card,2-Day Shipping,1,10,Weekly,High
1127,23,1,Accessories,58,Iowa,L,Winter,3.4,0,Venmo,Standard,1,47,Fortnightly,Medium
1128,50,1,Clothing,53,Delaware,XL,Spring,4.8,0,Venmo,Store Pickup,1,22,Monthly,Medium
1129,56,1,Accessories,30,New York,L,Winter,4.7,0,PayPal,Next Day Air,1,35,Monthly,Low
1130,37,1,Clothing,65,New Hampshire,XL,Winter,4.7,0,Credit Card,Express,1,46,Fortnightly,Medium
1131,67,1,Accessories,41,Kentucky,M,Summer,3.9,0,Cash,Standard,1,30,Bi-Weekly,Low
1132,67,1,Clothing,73,Illinois,M,Spring,3.7,0,Credit Card,Express,1,20,Monthly,Medium
1133,50,1,Clothing,98,North Carolina,S,Spring,4.3,0,PayPal,Store Pickup,1,25,Fortnightly,High
1134,36,1,Footwear,36,Connecticut,XL,Winter,4.1,0,PayPal,2-Day Shipping,1,29,Weekly,Low
1135,62,1,Clothing,81,Wisconsin,M,Summer,4.6,0,Bank Transfer,Express,1,2,Every 3 Months,High
1136,65,1,Clothing,90,Massachusetts,L,Winter,3.6,0,PayPal,2-Day Shipping,1,32,Quarterly,High
1137,23,1,Accessories,83,Illinois,S,Summer,4.8,0,Debit Card,Free Shipping,1,37,Monthly,High
1138,46,1,Clothing,91,New Mexico,XL,Winter,2.8,0,Credit Card,2-Day Shipping,1,16,Every 3 Months,High
1139,18,1,Clothing,36,Iowa,M,Summer,4.7,0,Venmo,Express,1,32,Fortnightly,Low
1140,58,1,Outerwear,53,Alabama,L,Spring,3.9,0,PayPal,Standard,1,42,Bi-Weekly,Medium
1141,31,1,Clothing,39,Maryland,M,Winter,2.6,0,Cash,Store Pickup,1,6,Every 3 Months,Low
1142,39,1,Accessories,33,Ohio,S,Winter,4.7,0,Debit Card,Next Day Air,1,23,Fortnightly,Low
1143,69,1,Clothing,76,Ohio,L,Spring,3.5,0,Cash,Store Pickup,1,27,Bi-Weekly,High
1144,68,1,Footwear,23,Nevada,L,Winter,4.4,0,Cash,Standard,1,43,Quarterly,Low
1145,41,1,Clothing,54,South Carolina,S,Fall,4.4,0,PayPal,2-Day Shipping,1,25,Fortnightly,Medium
1146,31,1,Footwear,89,Nevada,L,Summer,3.0,0,Venmo,Express,1,30,Every 3 Months,High
1147,48,1,Footwear,38,Wisconsin,M,Summer,4.2,0,Debit Card,Standard,1,7,Every 3 Months,Low
1148,59,1,Accessories,36,Tennessee,XL,Winter,4.3,0,PayPal,Next Day Air,1,17,Annually,Low
1149,34,1,Clothing,66,Florida,M,Spring,2.6,0,Bank Transfer,Store Pickup,1,10,Fortnightly,Medium
1150,21,1,Accessories,42,Georgia,L,Spring,3.3,0,Cash,Store Pickup,1,40,Annually,Low
1151,29,1,Accessories,36,Kentucky,S,Winter,2.7,0,Debit Card,Next Day Air,1,50,Bi-Weekly,Low
1152,41,1,Clothing,86,Ohio,M,Spring,4.2,0,Bank Transfer,Express,1,24,Weekly,High
1153,62,1,Accessories,49,Connecticut,M,Fall,4.0,0,Cash,Standard,1,8,Every 3 Months,Medium
1154,27,1,Clothing,41,Idaho,M,Summer,4.0,0,PayPal,Free Shipping,1,6,Quarterly,Low
1155,49,1,Clothing,82,Georgia,L,Spring,2.9,0,Venmo,2-Day Shipping,1,44,Bi-Weekly,High
1156,67,1,Clothing,53,Tennessee,S,Fall,2.6,0,Debit Card,Express,1,47,Quarterly,Medium
1157,20,1,Footwear,21,Hawaii,M,Summer,4.8,0,PayPal,Express,1,6,Every 3 Months,Low
1158,37,1,Accessories,66,Maryland,M,Fall,4.4,0,Credit Card,Standard,1,11,Quarterly,Medium
1159,69,1,Accessories,89,Nevada,L,Summer,4.0,0,Venmo,2-Day Shipping,1,41,Annually,High
1160,66,1,Accessories,55,New Hampshire,L,Fall,3.6,0,Debit Card,2-Day Shipping,1,46,Every 3 Months,Medium
1161,37,1,Accessories,42,North Dakota,S,Summer,3.2,0,Cash,Next Day Air,1,9,Bi-Weekly,Low
1162,63,1,Clothing,52,Oklahoma,S,Fall,3.1,0,Bank Transfer,2-Day Shipping,1,37,Monthly,Medium
1163,47,1,Footwear,92,North Carolina,M,Winter,4.2,0,Venmo,Express,1,13,Weekly,High
1164,26,1,Clothing,56,Tennessee,L,Summer,3.0,0,Credit Card,2-Day Shipping,1,24,Monthly,Medium
1165,68,1,Clothing,96,Montana,M,Winter,4.2,0,Credit Card,Standard,1,47,Quarterly,High
1166,51,1,Clothing,64,Wisconsin,M,Winter,2.9,0,Cash,Next Day Air,1,21,Every 3 Months,Medium
1167,48,1,Clothing,48,Connecticut,S,Winter,3.7,0,Cash,Store Pickup,1,22,Fortnightly,Medium
1168,60,1,Clothing,83,New Jersey,XL,Summer,3.6,0,PayPal,Free Shipping,1,16,Quarterly,High
1169,68,1,Accessories,91,Mississippi,L,Summer,3.6,0,PayPal,Standard,1,37,Fortnightly,High
1170,25,1,Accessories,94,Wyoming,S,Fall,4.5,0,Venmo,2-Day Shipping,1,3,Annually,High
1171,57,1,Clothing,62,Illinois,S,Spring,3.2,0,Bank Transfer,Express,1,33,Bi-Weekly,Medium
1172,41,1,Clothing,55,Louisiana,M,Spring,3.9,0,Bank Transfer,Next Day Air,1,15,Annually,Medium
1173,59,1,Outerwear,68,Oregon,L,Spring,4.6,0,Credit Card,Store Pickup,1,42,Bi-Weekly,Medium
1174,44,1,Accessories,76,South Dakota,M,Winter,2.5,0,Credit Card,Express,1,42,Bi-Weekly,High
1175,42,1,Accessories,31,Michigan,M,Winter,4.3,0,Cash,Express,1,19,Bi-Weekly,Low
1176,35,1,Accessories,81,New Jersey,M,Spring,4.1,0,Credit Card,Store Pickup,1,26,Quarterly,High
1177,36,1,Clothing,83,Oregon,M,Winter,4.6,0,Credit Card,Free Shipping,1,39,Quarterly,High
1178,54,1,Clothing,21,Iowa,M,Spring,4.8,0,Cash,Standard,1,24,Monthly,Low
1179,37,1,Clothing,22,South Carolina,M,Spring,4.9,0,Credit Card,Express,1,23,Annually,Low
1180,20,1,Clothing,33,Indiana,M,Summer,2.8,0,Debit Card,Free Shipping,1,44,Annually,Low
1181,23,1,Clothing,23,Oregon,S,Spring,4.9,0,Cash,Standard,1,34,Monthly,Low
1182,61,1,Clothing,96,New York,L,Summer,3.5,0,Cash,Free Shipping,1,43,Quarterly,High
1183,37,1,Accessories,21,New Mexico,M,Spring,3.8,0,Debit Card,Express,1,45,Quarterly,Low
1184,23,1,Clothing,39,Louisiana,M,Spring,4.5,0,PayPal,2-Day Shipping,1,4,Weekly,Low
1185,63,1,Accessories,73,South Carolina,S,Fall,3.4,0,Bank Transfer,Express,1,19,Annually,Medium
1186,47,1,Clothing,64,Maine,M,Spring,3.9,0,Debit Card,Standard,1,29,Monthly,Medium
1187,63,1,Clothing,68,Indiana,M,Summer,4.1,0,Cash,2-Day Shipping,1,27,Annually,Medium
1188,56,1,Accessories,89,Iowa,L,Fall,3.0,0,Cash,Express,1,37,Every 3 Months,High
1189,68,1,Clothing,29,Mississippi,M,Summer,3.3,0,Credit Card,Next Day Air,1,11,Weekly,Low
1190,64,1,Clothing,97,Arkansas,XL,Summer,4.9,0,Venmo,Free Shipping,1,28,Annually,High
